interaction_id,user_id,product_id,action,timestamp
55,1559,298,view,2023-09-24 14:57:36
56,1442,,purchase,2023-08-14 10:05:32
57,1609,130,,2023-12-13 18:28:17
58,1406,12,view,2023-03-24 16:56:37
59,1367,,purchase,2023-12-19 10:30:24
60,1346,,click,2023-03-28 11:25:38
61,1091,,view,
62,1127,,view,
63,1566,320,click,2023-10-10 05:35:37
64,1680,,click,2023-01-14 04:45:14
65,1227,,,2023-12-13 09:52:38
66,1947,339,purchase,2023-04-29 16:05:52
67,1133,,,2023-06-30 10:54:24
68,1589,229,purchase,2023-12-16 06:19:51
69,1152,,,2023-09-06 18:32:55
70,1343,317,,2023-04-27 09:29:40
71,1056,27,purchase,2023-01-01 15:03:23
72,1492,42,view,2023-01-08 04:26:22
73,1549,72,view,2023-06-27 15:00:06
74,1130,144,view,2023-11-14 23:12:11
75,1715,83,view,2023-02-21 17:23:59
76,1747,,click,2023-03-16 16:51:29
77,1428,258,click,2023-10-02 03:08:30
78,1286,,view,2023-12-25 21:45:09
79,1648,345,purchase,2023-05-14 20:26:51
80,1556,47,,2023-06-28 14:20:08
81,1507,38,purchase,2023-01-13 11:57:09
82,1879,,view,2023-09-26 22:12:56
83,1184,,purchase,2023-12-03 17:01:38
84,1659,227,view,2023-06-25 23:23:53
85,1824,144,view,2023-09-09 02:58:40
86,1716,,click,2023-12-12 07:07:43
87,1734,178,view,2023-09-22 18:52:34
88,1770,,view,2023-09-23 13:23:26
89,1391,,click,2023-12-03 02:28:38
90,1829,375,view,2023-09-16 17:42:41
91,1837,,view,2023-04-17 05:32:46
92,1278,,view,2023-05-15 09:35:02
93,1520,471,click,2023-04-28 12:16:49
94,1562,,,2023-03-03 09:25:26
95,1438,22,click,2023-05-20 15:22:50
96,1188,,purchase,
97,1160,87,click,2023-08-25 20:40:20
98,1338,408,click,2023-02-05 22:51:46
99,1835,153,,2023-01-26 05:00:01
100,1689,,view,2023-09-01 21:55:27
101,1422,290,click,2023-02-13 10:24:01
102,1815,,view,2023-08-04 05:42:12
103,1814,222,view,2023-03-17 02:42:25
104,1668,401,purchase,
105,1658,,,2023-08-26 23:28:20
106,1187,390,view,2023-02-01 09:07:42
107,1840,,view,2023-12-16 10:40:40
108,1850,,purchase,2023-10-06 08:12:01
109,1176,140,purchase,2023-06-24 01:11:39
110,1307,16,purchase,2023-05-28 08:50:20
111,1376,,purchase,2023-10-11 17:46:23
112,1208,144,purchase,2023-09-27 13:58:20
113,1987,,purchase,2023-03-21 11:06:33
114,1833,,click,2023-08-08 10:21:04
115,1787,195,view,2023-07-26 23:52:43
116,1767,245,click,2023-07-10 05:05:49
117,1598,,view,
118,1437,4,click,2023-12-18 13:03:01
119,1131,208,click,2023-11-12 04:16:15
120,1364,369,click,2023-12-02 05:46:35
121,1182,358,,2023-04-17 21:20:29
122,1251,,view,2023-08-28 11:33:36
123,1195,,click,
124,1321,,click,2023-06-02 15:34:11
125,1167,,click,2023-12-12 15:56:08
126,1517,471,view,2023-01-05 01:37:50
127,1547,,,2023-01-05 19:24:38
128,1111,497,purchase,2023-07-01 17:57:52
129,1254,483,click,2023-04-28 03:06:12
130,1015,,click,
131,1606,,purchase,2023-11-20 23:15:36
132,1498,,click,
133,1192,160,,2023-03-18 09:00:58
134,1626,,purchase,2023-07-06 09:49:46
135,1036,,purchase,2023-09-25 08:43:09
136,1416,,click,
137,1808,141,purchase,
138,1171,,,2023-10-12 04:29:00
139,1410,,,2023-03-15 05:43:00
140,1189,,click,
141,1677,2,view,2023-05-05 17:40:55
142,1067,,,2023-01-08 18:50:22
143,1110,446,click,2023-06-01 15:38:36
144,1731,,click,2023-03-16 11:29:42
145,1355,382,view,2023-04-28 10:32:10
146,1442,292,view,2023-08-03 19:22:25
147,1928,,view,2023-03-22 09:39:49
148,1132,,,2023-06-18 08:03:19
149,1402,455,view,2023-05-14 15:49:02
150,1857,368,click,2023-10-29 01:03:59
151,1332,48,click,
152,1261,70,purchase,2023-07-08 23:48:39
153,1889,,view,
154,1197,,view,
155,1265,,view,2023-06-04 22:09:45
156,1947,316,,2023-09-14 22:47:21
157,1005,,purchase,2023-07-30 13:41:48
158,1278,375,purchase,2023-03-17 21:39:05
159,1668,,purchase,2023-12-03 14:47:39
160,1963,222,click,2023-06-24 21:02:53
161,1184,,view,2023-12-20 17:35:04
162,1576,111,,2023-10-29 11:00:05
163,1083,381,click,2023-05-14 09:10:14
164,1068,324,purchase,2023-09-30 14:04:56
165,1934,,view,2023-11-19 20:22:58
166,1720,,purchase,2023-10-22 16:52:09
167,1248,,purchase,2023-07-25 13:40:34
168,2000,,view,2023-05-05 23:21:40
169,1129,42,view,2023-06-09 22:16:27
170,1307,,purchase,2023-01-19 22:10:48
171,1701,,,2023-07-15 14:30:05
172,1471,,view,2023-07-07 05:32:20
173,1492,,,2023-09-18 11:50:43
174,1637,389,click,2023-07-11 07:23:42
175,1677,456,view,2023-09-21 04:58:15
176,1871,203,,2023-12-03 08:50:00
177,1554,,purchase,2023-11-19 15:11:55
178,1454,,purchase,
179,1063,276,purchase,2023-03-19 18:08:37
180,1604,,purchase,2023-11-07 02:01:17
181,1351,,purchase,2023-06-18 19:34:54
182,1203,,purchase,2023-12-12 22:29:23
183,1243,320,,2023-11-18 15:01:54
184,1496,423,purchase,2023-10-06 23:25:20
185,1955,465,purchase,2023-12-30 07:17:17
186,1627,,,2023-09-11 13:25:25
187,1621,296,click,2023-05-31 23:41:48
188,1254,,click,2023-03-09 05:09:17
189,1105,,click,2023-05-27 01:09:52
190,1272,406,purchase,2023-10-09 03:18:59
191,1117,469,,
192,1649,,view,2023-08-08 05:42:47
193,1414,,,2023-03-15 21:31:29
194,1328,33,click,
195,1589,128,,
196,1570,,,
197,1668,,click,2023-01-31 02:09:52
198,1087,,,2023-06-19 14:02:22
199,1216,468,view,2023-10-26 18:31:47
200,1657,61,view,2023-09-23 04:43:03
201,1754,14,view,2023-07-07 11:02:47
202,1499,261,view,
203,1773,120,,2023-08-31 02:34:04
204,1205,226,purchase,2023-10-05 14:49:48
205,1623,143,,2023-08-22 22:06:05
206,1570,10,purchase,2023-12-16 08:41:14
207,1157,,click,
208,1260,,click,2023-01-15 01:08:04
209,1698,289,,2023-11-28 08:14:30
210,1598,,,2023-03-24 13:27:21
211,1652,361,click,2023-12-23 04:56:27
212,1983,317,,2023-06-12 20:49:52
213,1064,,click,2023-12-09 19:26:11
214,1933,,view,2023-11-18 17:34:11
215,1112,,,
216,1437,277,view,2023-04-22 17:01:48
217,1523,,view,2023-01-09 14:15:27
218,1994,,,2023-07-23 17:55:13
219,1233,,click,
220,1066,272,click,2023-04-14 13:46:48
221,1055,174,view,2023-09-17 17:16:24
222,1778,,,2023-07-01 11:53:02
223,1200,41,,2023-08-31 22:03:52
224,1580,,,
225,1557,99,view,2023-03-13 14:21:52
226,1795,,view,2023-09-08 14:14:10
227,1449,493,view,2023-11-03 05:59:09
228,1796,129,click,2023-08-15 10:33:57
229,1584,,click,2023-06-26 17:28:12
230,1993,,purchase,2023-05-31 21:04:40
231,1031,220,,2023-08-24 19:08:20
232,1762,368,click,2023-08-26 11:12:00
233,1676,,click,2023-09-02 01:55:46
234,1520,176,click,2023-10-14 01:52:30
235,1991,285,click,2023-09-02 10:12:14
236,1214,417,purchase,2023-04-19 03:08:15
237,1309,,view,2023-10-30 02:38:23
238,1654,311,view,
239,1462,329,,2023-11-04 12:42:38
240,1195,217,,
241,1328,387,click,2023-05-27 21:16:01
242,1990,29,purchase,2023-08-29 01:24:12
243,1131,,click,2023-06-10 01:43:38
244,1756,479,view,2023-01-02 22:28:23
245,1567,14,,2023-01-21 00:17:42
246,1966,287,purchase,2023-01-30 14:54:37
247,1967,176,purchase,2023-07-29 04:51:00
248,1828,,click,2023-09-18 15:39:00
249,1618,19,purchase,2023-11-20 10:22:36
250,1749,359,purchase,2023-09-25 17:03:40
251,1310,415,purchase,2023-08-03 06:20:14
252,1021,171,purchase,2023-01-07 12:50:56
253,1505,219,,2023-12-23 19:01:25
254,1066,,click,2023-11-08 09:40:02
255,1575,130,,2023-02-21 17:26:06
256,1643,,,
257,1549,,view,2023-04-17 02:27:59
258,1851,,click,
259,1797,,purchase,2023-09-01 17:09:48
260,1478,,view,2023-09-15 14:40:15
261,1511,14,purchase,2023-07-01 22:08:59
262,1743,,click,2023-12-22 10:20:36
263,1136,300,,2023-02-27 03:11:34
264,1733,151,click,2023-02-13 08:16:57
265,1634,312,view,2023-04-07 05:58:06
266,1899,,click,2023-07-30 20:52:18
267,1217,,,2023-06-05 10:49:53
268,1322,129,purchase,2023-07-07 15:07:20
269,1601,,purchase,2023-03-31 00:38:05
270,1061,,view,2023-08-28 21:54:03
271,1453,,purchase,2023-07-16 18:49:29
272,1183,,,2023-06-04 18:39:56
273,1956,225,view,2023-06-08 09:18:45
274,1378,66,click,2023-12-21 17:23:45
275,1708,48,click,2023-03-17 16:37:25
276,1844,211,click,2023-09-09 15:21:22
277,1993,56,view,2023-04-25 16:26:59
278,1843,228,view,2023-06-12 11:01:00
279,1544,218,,2023-01-29 03:44:21
280,1596,276,purchase,2023-11-23 09:57:37
281,1054,,,2023-07-31 15:13:59
282,1570,,view,2023-02-09 18:41:02
283,1075,143,purchase,
284,1443,,view,2023-06-19 16:17:20
285,1235,177,view,
286,1072,,click,2023-06-04 04:09:46
287,1624,,purchase,2023-04-06 06:03:20
288,1626,,view,2023-11-05 05:18:35
289,1376,,purchase,2023-09-12 16:54:38
290,1952,99,purchase,2023-07-16 01:38:54
291,1311,,purchase,2023-02-26 00:40:24
292,1722,,view,2023-05-27 07:16:34
293,1194,109,,2023-01-02 05:42:17
294,1271,,purchase,2023-04-29 00:47:40
295,1646,,click,2023-09-23 08:36:08
296,1693,396,view,2023-02-18 02:52:35
297,1771,,click,2023-10-21 18:32:21
298,1105,75,click,2023-03-07 23:01:18
299,1173,,view,2023-04-07 06:39:16
300,1894,,click,2023-09-17 00:55:55
301,1370,14,click,2023-02-14 16:26:14
302,1539,468,,2023-06-30 19:32:02
303,1687,,,2023-03-21 08:37:48
304,1791,74,view,2023-06-27 08:33:10
305,1428,,,2023-03-18 02:59:21
306,1102,,view,2023-07-31 14:14:57
307,1883,,click,2023-07-18 21:43:52
308,1871,461,view,
309,1875,,,2023-08-18 21:22:41
310,1260,288,,2023-04-14 02:06:39
311,1750,86,view,2023-09-11 03:26:01
312,1720,,view,2023-07-25 04:12:22
313,1342,237,,2023-04-17 07:16:56
314,1845,300,view,2023-01-16 16:33:51
315,1238,258,click,2023-01-27 16:37:36
316,1351,,view,
317,1103,,view,2023-07-22 17:11:05
318,1264,112,view,2023-12-26 00:58:31
319,1765,156,view,2023-03-25 03:35:43
320,1922,26,view,2023-09-09 08:15:19
321,1653,,purchase,2023-10-06 05:39:32
322,1837,47,,2023-04-07 04:51:18
323,1246,,click,2023-04-03 16:23:27
324,1368,,view,2023-02-04 07:31:08
325,1365,358,click,2023-05-19 04:37:17
326,1562,73,purchase,2023-09-30 06:13:55
327,1178,,,2023-03-07 21:12:51
328,1444,,purchase,2023-04-09 08:31:57
329,1165,,view,2023-01-17 21:32:51
330,1842,,purchase,
331,1896,,view,2023-04-30 03:14:33
332,1837,183,click,2023-10-20 11:05:49
333,1718,,,2023-08-23 16:53:19
334,1966,,click,2023-11-11 20:23:08
335,1868,276,,2023-02-17 01:24:43
336,1259,,purchase,2023-10-08 08:50:10
337,1949,,click,2023-02-03 17:17:58
338,1962,55,purchase,2023-01-28 00:13:34
339,1003,460,,2023-09-12 08:53:41
340,1855,,,2023-02-08 10:50:34
341,1596,,click,2023-11-20 05:40:09
342,1179,166,purchase,2023-11-28 06:21:50
343,1819,,view,2023-06-10 14:57:15
344,1368,264,view,2023-07-25 16:38:26
345,1127,,purchase,2023-08-05 06:09:26
346,1857,,purchase,2023-09-30 20:54:19
347,1492,299,purchase,2023-05-22 22:55:52
348,1196,,view,2023-08-20 21:18:33
349,1537,,view,2023-05-22 02:58:07
350,1669,,click,2023-06-26 16:28:08
351,1482,,view,2023-05-29 16:43:00
352,1725,5,click,2023-12-08 10:18:47
353,1702,1,,2023-05-12 00:39:17
354,1100,493,purchase,2023-02-14 08:01:59
355,1959,,purchase,2023-12-28 11:31:43
356,1757,466,click,2023-12-11 05:20:33
357,1366,468,purchase,2023-08-30 05:55:55
358,1607,,,2023-10-27 05:58:50
359,1168,,,2023-09-18 14:12:47
360,1788,177,,2023-12-04 05:19:13
361,1534,,view,
362,1791,,,2023-10-03 19:18:33
363,1513,222,purchase,2023-03-21 13:31:15
364,1828,,click,2023-12-20 22:44:56
365,1331,401,,2023-11-25 20:35:04
366,1188,381,purchase,2023-06-24 18:01:01
367,1356,280,view,2023-02-11 07:08:52
368,1622,,click,2023-09-24 12:51:53
369,1284,,click,2023-07-03 04:33:41
370,1253,493,purchase,2023-01-07 15:08:08
371,1884,196,view,2023-12-16 00:58:09
372,1722,399,,2023-02-04 09:56:19
373,1182,,click,2023-12-21 09:31:41
374,1248,128,view,2023-03-03 08:58:20
375,1469,,view,2023-12-22 15:25:17
376,1569,376,,2023-08-18 19:58:45
377,1153,,,2023-09-10 06:39:05
378,1953,,view,2023-03-05 05:34:04
379,1212,,,2023-10-26 22:38:09
380,1989,,click,2023-02-24 05:47:46
381,1396,,purchase,2023-01-07 13:04:58
382,1592,322,purchase,2023-08-23 02:50:04
383,1957,,,2023-11-11 01:31:54
384,1209,492,purchase,2023-07-20 16:32:29
385,1458,,,2023-05-26 22:00:27
386,1683,373,click,2023-09-26 18:32:42
387,1631,,purchase,2023-10-10 14:38:50
388,1412,,,2023-07-18 03:13:51
389,1585,,purchase,
390,1713,364,,2023-05-21 07:13:35
391,1789,345,purchase,2023-05-03 11:20:21
392,1393,,view,2023-02-08 12:37:01
393,1726,,purchase,2023-04-24 02:45:53
394,1916,231,purchase,2023-03-26 13:53:11
395,1253,,view,2023-01-01 11:18:43
396,1157,,click,2023-10-04 15:39:45
397,1678,,,2023-05-23 01:08:08
398,1907,,,2023-11-11 14:50:55
399,1363,112,click,2023-02-28 17:48:36
400,1323,,click,2023-11-06 09:04:00
401,1096,,click,2023-07-03 10:25:47
402,1230,,,2023-05-11 23:35:46
403,1360,256,click,2023-08-10 12:38:17
404,1496,16,purchase,2023-08-20 23:27:41
405,1232,349,click,2023-07-27 23:45:41
406,1413,218,click,2023-03-06 04:01:29
407,1247,260,click,2023-10-05 02:14:17
408,1643,,view,2023-08-17 19:03:57
409,1957,,click,2023-06-20 01:06:10
410,1881,,,2023-05-23 07:13:17
411,1965,,,
412,1970,384,view,2023-10-01 23:24:55
413,1724,452,view,2023-07-01 16:23:36
414,1625,,,
415,1163,205,view,2023-08-25 23:36:06
416,1906,262,,2023-12-30 05:25:00
417,1571,306,click,2023-08-26 05:09:22
418,1151,208,purchase,2023-07-08 04:07:15
419,1067,81,click,2023-11-07 03:05:51
420,1854,,view,2023-05-26 20:22:20
421,1773,,click,2023-12-18 08:28:42
422,1062,370,purchase,2023-12-02 09:17:51
423,1465,,purchase,2023-01-04 20:18:42
424,1276,,,2023-12-25 01:22:52
425,1979,,click,
426,1797,,purchase,2023-09-22 01:00:52
427,1578,408,view,2023-03-04 12:46:06
428,1428,446,click,2023-06-16 19:30:09
429,1938,350,,
430,1343,305,,
431,1582,181,click,
432,2000,84,purchase,2023-08-27 19:01:05
433,1682,,view,2023-07-06 16:56:59
434,1217,,view,2023-03-19 23:29:32
435,1506,238,click,2023-10-29 17:21:58
436,1059,,purchase,2023-04-13 16:32:16
437,1176,190,purchase,2023-06-21 18:14:13
438,1230,439,click,2023-04-21 04:17:02
439,1010,,click,2023-12-30 05:12:32
440,1786,,purchase,2023-09-18 07:02:46
441,1737,136,purchase,2023-08-17 09:27:27
442,1447,48,purchase,2023-01-24 07:38:46
443,1697,,,2023-09-15 06:52:51
444,1369,445,view,2023-10-16 03:40:03
445,1594,,,
446,1816,,click,
447,1065,,click,2023-12-09 20:04:26
448,1792,,,2023-02-07 21:21:53
449,1861,,purchase,2023-05-15 08:56:44
450,1625,68,,2023-07-18 06:02:46
451,1546,,click,2023-12-21 23:26:46
452,1313,,purchase,2023-07-05 13:32:54
453,1441,,click,2023-10-16 22:51:32
454,1066,,purchase,2023-02-13 09:56:27
455,1418,,purchase,2023-11-08 06:03:58
456,1507,465,view,2023-02-08 04:40:39
457,1863,382,purchase,2023-12-09 00:49:56
458,1145,,view,2023-05-16 16:25:14
459,1813,,purchase,2023-11-05 00:46:03
460,1123,,click,2023-11-19 18:45:26
461,1336,,,
462,1820,17,view,2023-04-17 03:41:39
463,1539,67,purchase,2023-11-14 03:08:18
464,1809,,click,2023-04-22 11:44:37
465,1214,276,view,
466,1096,74,purchase,2023-04-11 05:42:59
467,1619,336,purchase,2023-11-15 06:48:26
468,1534,67,,
469,1761,422,purchase,2023-04-05 02:30:01
470,1234,243,click,2023-04-02 09:56:53
471,1587,,view,2023-08-25 02:17:25
472,1960,,click,2023-04-09 17:04:54
473,1690,398,view,
474,1574,132,purchase,2023-07-13 10:06:33
475,1495,,click,2023-02-13 23:59:52
476,1884,,purchase,2023-12-05 08:46:14
477,1293,388,,2023-01-01 05:06:36
478,1584,,purchase,2023-12-01 02:03:43
479,1949,,view,2023-01-25 19:36:57
480,1951,,click,2023-11-15 00:16:31
481,1648,,,2023-01-23 02:16:51
482,1053,,purchase,2023-11-01 03:56:11
483,1258,,,
484,1340,,,
485,1225,,purchase,2023-07-10 10:19:51
486,1804,323,purchase,2023-05-14 01:12:42
487,1175,315,purchase,2023-10-02 09:39:32
488,1317,,click,
489,1430,,click,2023-10-02 09:20:40
490,1875,165,,2023-07-06 15:41:04
491,1775,163,view,2023-07-02 15:21:12
492,1430,,purchase,
493,1720,155,purchase,2023-02-09 14:03:25
494,1647,95,view,2023-03-12 10:20:51
495,1075,207,view,
496,1567,365,click,2023-12-08 07:14:36
497,1941,409,purchase,2023-05-08 23:29:57
498,1233,,click,2023-06-17 04:41:22
499,1092,1,purchase,
500,1242,498,view,2023-01-07 19:36:30
501,1885,142,click,2023-04-17 10:48:19
502,1747,299,click,2023-05-13 23:38:00
503,1089,,click,2023-10-27 14:02:04
504,1826,410,click,2023-05-04 08:33:30
505,1961,261,purchase,2023-06-19 19:52:45
506,1430,135,purchase,2023-07-06 14:27:02
507,1013,,purchase,2023-12-11 09:53:25
508,1638,,view,2023-02-06 16:05:57
509,1126,95,click,2023-04-05 00:44:58
510,1480,49,,2023-12-29 17:49:46
511,1284,,view,2023-12-12 23:39:01
512,1022,171,,2023-08-14 12:50:37
513,1010,173,view,2023-06-17 10:44:21
514,1902,,click,
515,1665,,,2023-12-04 11:45:11
516,1953,,click,2023-07-26 05:46:34
517,1775,,purchase,2023-10-21 18:58:15
518,1699,434,click,2023-10-20 20:27:47
519,1612,478,purchase,2023-11-02 14:43:15
520,1978,425,click,2023-09-18 19:16:39
521,1345,,click,2023-12-24 06:57:21
522,1982,49,view,2023-03-20 23:53:05
523,1710,,click,2023-02-16 08:55:56
524,1893,,view,2023-10-01 04:48:03
525,1460,415,,2023-12-11 04:54:01
526,1036,150,view,2023-04-08 07:33:23
527,1605,260,purchase,2023-10-26 05:27:41
528,1856,266,view,
529,1215,,view,2023-10-10 08:28:19
530,1687,,purchase,2023-11-08 12:53:21
531,1599,,,2023-09-15 15:36:58
532,1612,444,view,2023-04-18 23:23:42
533,1013,182,view,2023-05-15 00:39:28
534,1694,,,2023-07-26 23:46:18
535,1412,337,purchase,2023-10-24 23:37:26
536,1666,,,2023-01-20 06:40:02
537,1283,,,2023-05-10 09:54:54
538,1318,406,purchase,2023-10-07 19:49:14
539,1160,,click,2023-04-07 03:55:45
540,1719,136,purchase,2023-07-27 03:16:59
541,1315,331,purchase,2023-05-22 18:03:28
542,1040,77,view,2023-04-20 04:39:05
543,1719,,,2023-05-29 11:41:45
544,1438,,purchase,2023-04-15 21:44:31
545,1488,427,click,2023-10-15 09:03:39
546,1800,296,purchase,2023-12-17 18:53:41
547,1280,32,,2023-05-31 13:34:11
548,1097,5,purchase,2023-05-05 02:17:18
549,1394,198,,2023-09-16 09:34:01
550,1659,435,click,2023-06-10 10:14:18
551,1801,70,view,2023-04-20 20:25:27
552,1915,443,purchase,2023-03-16 16:28:17
553,1096,25,view,2023-03-24 13:04:46
554,1764,479,purchase,2023-06-18 17:10:30
555,1853,140,click,2023-10-28 21:55:17
556,1852,201,click,2023-02-02 17:40:23
557,1053,,purchase,2023-03-19 02:07:29
558,1448,159,purchase,
559,1760,40,view,2023-12-05 06:17:54
560,1701,169,purchase,2023-04-07 18:48:40
561,1147,328,,2023-01-25 12:47:27
562,1159,,view,2023-10-01 21:26:55
563,1309,,,2023-06-16 19:37:29
564,1931,,view,2023-03-05 09:56:03
565,1623,,click,2023-05-15 01:16:22
566,1114,,,2023-01-31 03:12:15
567,1024,98,view,2023-02-15 23:19:56
568,1596,,view,2023-12-23 21:26:39
569,1680,,purchase,
570,1623,25,purchase,2023-01-10 16:34:01
571,1993,136,view,2023-10-25 17:02:51
572,1710,,,2023-06-12 05:49:27
573,1650,,purchase,2023-05-10 20:41:46
574,1361,32,,2023-08-04 21:05:56
575,1863,,view,2023-07-29 09:53:56
576,1942,,purchase,
577,1982,362,click,2023-05-16 16:50:31
578,1966,500,click,2023-01-31 07:17:29
579,1445,,view,2023-01-15 20:21:36
580,1829,,,2023-07-05 11:33:45
581,1896,,click,2023-08-20 23:27:38
582,1678,353,purchase,2023-06-28 23:13:53
583,1981,425,,2023-06-25 12:14:22
584,1322,,purchase,2023-06-17 03:08:44
585,1706,,purchase,
586,1833,58,purchase,2023-12-03 00:23:06
587,1319,,,2023-02-22 06:16:27
588,1982,339,,2023-11-13 07:38:13
589,1175,402,,
590,1741,,purchase,2023-11-11 18:47:49
591,1504,,view,2023-02-02 05:41:24
592,1504,,,2023-03-27 04:02:04
593,1742,284,,2023-11-28 21:50:25
594,1042,402,click,2023-02-10 15:18:07
595,1603,,purchase,2023-05-30 17:34:35
596,1860,280,,2023-06-22 13:40:16
597,1890,444,view,
598,2000,,purchase,2023-08-06 05:09:40
599,1625,239,,2023-03-17 23:46:19
600,1729,19,,2023-05-16 01:11:19
601,1668,,,2023-09-03 01:08:39
602,1504,151,,2023-07-06 20:57:28
603,1172,131,purchase,2023-05-27 20:59:15
604,1503,,,2023-11-23 19:44:06
605,1677,,,2023-12-08 10:56:47
606,1030,101,view,2023-01-30 16:56:43
607,1766,,view,2023-12-27 00:31:14
608,1316,145,view,2023-03-31 12:22:33
609,1936,,view,2023-01-20 18:45:34
610,1439,,,2023-11-01 21:44:53
611,1356,318,,2023-04-29 16:57:39
612,1762,23,purchase,2023-11-20 22:39:30
613,1294,,,2023-12-01 22:22:35
614,1454,365,view,2023-10-18 05:41:24
615,1091,,view,2023-02-10 19:37:06
616,1467,95,view,2023-10-19 00:41:13
617,1123,,view,
618,1270,247,click,2023-01-29 19:00:56
619,1790,,click,2023-03-04 06:07:06
620,1020,,view,
621,1149,182,purchase,2023-02-03 10:51:50
622,1893,262,purchase,2023-02-17 02:59:08
623,1329,,,2023-03-04 17:08:22
624,1694,452,view,2023-10-12 13:40:38
625,1891,,,2023-08-26 11:49:02
626,1762,99,view,2023-09-12 13:42:36
627,1856,,,2023-08-20 11:05:17
628,1300,,view,2023-02-20 01:10:12
629,1065,,click,2023-01-21 07:30:23
630,1773,,,2023-12-13 00:34:37
631,1593,,,
632,1744,440,click,2023-04-19 13:33:20
633,1963,,view,2023-10-15 13:35:04
634,1332,,purchase,2023-02-03 02:20:16
635,1803,497,view,
636,1379,259,view,2023-02-07 19:18:38
637,1136,127,view,2023-07-02 06:25:58
638,1948,374,click,2023-11-26 05:03:33
639,1217,,view,2023-01-13 19:31:56
640,1923,49,click,2023-05-19 12:04:14
641,1876,230,view,
642,1853,60,,2023-03-28 18:58:48
643,1657,,click,2023-09-25 15:07:25
644,1199,451,click,2023-02-28 22:45:40
645,1021,331,view,2023-06-22 06:50:26
646,1396,,,2023-04-14 00:59:47
647,1126,,view,2023-04-08 20:42:06
648,1962,490,view,2023-07-02 21:56:19
649,1742,379,purchase,2023-06-15 20:28:21
650,1850,372,view,2023-02-26 17:56:51
651,1283,347,view,2023-02-15 08:17:45
652,1594,,click,2023-06-05 12:41:54
653,1198,,,2023-11-24 09:30:14
654,1395,361,view,2023-03-29 13:09:00
655,1599,468,click,2023-07-10 11:11:28
656,1715,,view,2023-08-06 00:28:47
657,1208,,purchase,2023-09-03 13:26:21
658,1888,,,2023-05-10 07:20:38
659,1772,,click,2023-02-01 08:17:56
660,1988,,click,2023-05-10 13:55:32
661,1063,302,click,2023-04-07 13:30:58
662,1471,310,view,2023-10-26 10:37:56
663,1847,479,view,
664,1642,176,view,2023-06-16 00:41:14
665,1823,,click,2023-10-28 19:31:21
666,1374,432,click,2023-12-03 16:53:10
667,1226,,view,2023-03-23 06:02:53
668,1479,254,purchase,2023-04-22 18:00:18
669,1635,420,purchase,2023-12-25 19:11:05
670,1592,490,click,2023-08-07 12:15:31
671,1727,,,2023-12-10 11:25:43
672,1546,,,2023-07-10 09:15:05
673,1320,,,2023-11-18 11:34:58
674,1442,,purchase,2023-02-19 03:08:52
675,1224,,,
676,1991,283,,2023-04-05 12:27:31
677,1997,334,,2023-10-21 10:43:39
678,1097,,purchase,2023-06-26 22:03:12
679,1661,322,,2023-02-26 04:50:49
680,1208,478,click,2023-09-18 00:01:12
681,1932,398,purchase,2023-01-20 14:35:01
